token,occurrences_core,distinct_lines,dominant_role,dominant_role_share,role_entropy_norm,stratified_role_purity,stratum_majority_role_agreement,strata_total,strata_with_2plus_occurrences,portable_strata_2plus,conflict_strata_2plus,dominant_module,dominant_module_share,module_entropy_norm,stratified_module_purity,distinct_section_I,dominant_I,dominant_I_share,section_I_entropy_norm,distinct_currier_L,dominant_L,dominant_L_share,currier_L_entropy_norm,distinct_hand_H,dominant_H,dominant_H_share,hand_H_entropy_norm,distinct_marker_family,dominant_marker,dominant_marker_share,marker_entropy_norm,metadata_concentration_risk_max_share,pass26_residual_status,pass21_24_candidate_class,pass21_24_candidate_confidence,sample_loci,sample_strata
doiir,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f84r.6,@Ln",B|B|2|label_or_marginal:1/R06
dokal,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f75v.20,@Ln",B|B|2|label_or_marginal:1/R06
dokan,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.33,+Pb",A||4|paragraph_continuation:1/R06
dokechy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f68r2.1,@P0",A||4|paragraph_start:1/R00
dokedy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f84v.13,+P0",B|B|2|paragraph_continuation:1/R06
dokor,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f101v.5,@Lf",P|A|1|label_or_marginal:1/R06
dolaiin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,circular/diagram_text,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f68r3.22,@Cc",A||4|circular/diagram_text:1/R00
dolaram,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f70v2.26,&Lz",Z||4|&L:1/R00
dolary,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f101v.16,@Lf",P|A|1|label_or_marginal:1/R06
dolchedy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f68r1.36,@Ls",A||4|label_or_marginal:1/R00
dolchsody,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,+L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.15,+L0",A||4|+L:1/R00
doldaiin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f7v.9,+P0",H|A|1|paragraph_continuation:1/R00
doldam,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f99v.31,@Lf",P|A|1|label_or_marginal:1/R06
dolds,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f4v.1,@P0",H|A|1|paragraph_start:1/R06
dolkeedy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,@,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f115r.17,+P0",S|B|@|paragraph_continuation:1/R00
dolol,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,=L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f82r.43,=Ln",B|B|2|=L:1/R06
dolor,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f84v.38,+P0",B|B|2|paragraph_continuation:1/R06
dolshedy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f82v.9,+P0",B|B|2|paragraph_continuation:1/R00
dom,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f54r.11,+P0",H|A|1|paragraph_continuation:1/R06
dorain,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f42r.6,+Pc",H|A|1|paragraph_continuation:1/R06
dotedy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,~L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f77r.8,~Ln",B|B|2|~L:1/R06
dshcheal,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f90v2.5,+P0",H|A|1|paragraph_continuation:1/R00
dsheckhy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f75r.8,+P0",B|B|2|paragraph_continuation:1/R00
dsheedy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f111r.3,+P0",S|B|3|paragraph_continuation:1/R00
dsheeo,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f111r.12,+P0",S|B|3|paragraph_continuation:1/R06
dshees,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f81r.7,+P0",B|B|2|paragraph_continuation:1/R06
dsheog,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f93v.8,+P0",H|A|1|paragraph_continuation:1/R06
dsheol,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f81v.27,+P0",B|B|2|paragraph_continuation:1/R06
dsheoy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f104r.20,+P0",S|B|3|paragraph_continuation:1/R06
dtedg,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,C,1.0,0.0,1,B,1.0,0.0,1,4,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"fRos.80,@L0",C|B|4|label_or_marginal:1/R06
dxar,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,C,1.0,0.0,1,B,1.0,0.0,1,4,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"fRos.29,@L0",C|B|4|label_or_marginal:1/R06
dykaiin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f22r.3,+P0",H|A|1|paragraph_continuation:1/R00
dykain,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f81v.3,+P0",B|B|2|paragraph_continuation:1/R06
dykaran,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f89v2.13,@Lf",P|A|1|label_or_marginal:1/R00
dykchal,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f100v.12,@Lf",P|A|1|label_or_marginal:1/R00
dykchy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f14v.9,+P0",H|A|1|paragraph_continuation:1/R06
dykeedy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f75r.41,+P0",B|B|2|paragraph_continuation:1/R00
dykshy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f80r.12,+P0",B|B|2|paragraph_continuation:1/R06
dyky,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,T,1.0,0.0,1,B,1.0,0.0,1,5,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f66r.55,+P0",T|B|5|paragraph_continuation:1/R06
dyotyds,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f14v.4,+P0",H|A|1|paragraph_continuation:1/R00
dypchy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f13r.1,@P0",H|A|1|paragraph_start:1/R06
dytain,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f79v.13,+P0",B|B|2|paragraph_continuation:1/R06
dytchor,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f32r.9,+P0",H|A|1|paragraph_continuation:1/R00
dytchy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f19r.2,+P0",H|A|1|paragraph_continuation:1/R06
dytedy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f84r.13,@P0",B|B|2|paragraph_start:1/R06
dytolg,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f101v.14,@Lf",P|A|1|label_or_marginal:1/R06
dytshedy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,T,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f86v6.28,+P0",T|B|2|paragraph_continuation:1/R00
dytshy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,T,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f86v6.28,+P0",T|B|2|paragraph_continuation:1/R06
ear,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f104v.1,@P0",S|B|3|paragraph_start:1/R00
echkalal,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67v1.4,&L0",A||4|&L:1/R00
eeckhy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f51r.7,+P0",H|A|1|paragraph_continuation:1/R00
eeed,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f73v.24,&Lz",Z||4|&L:1/R00
eeeody,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f73v.4,&Lz",Z||4|&L:1/R00
eeesal,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f80r.25,+P0",B|B|2|paragraph_continuation:1/R00
eeesaly,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f72r3.20,&Lz",Z||4|&L:1/R00
eeey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f102r2.10,+P0",P|A|1|paragraph_continuation:1/R00
eeor,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f24r.4,+P0",H|A|1|paragraph_continuation:1/R00
eesydy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.2,&L0",A||4|&L:1/R00
eol,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f84v.9,+P0",B|B|2|paragraph_continuation:1/R00
es,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.45,+Pb",A||4|paragraph_continuation:1/R00
etaiin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f8v.5,+P0",H|A|1|paragraph_continuation:1/R00
ety,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f20v.10,+P0",H|A|1|paragraph_continuation:1/R00
ey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.3,&L0",A||4|&L:1/R00
faimy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f40v.15,+P0",H|B|2|paragraph_continuation:1/R06
far,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f33r.4,+P0",H|B|2|paragraph_continuation:1/R06
fary,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,T,1.0,0.0,1,B,1.0,0.0,1,5,1.0,0.0,1,+L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f66r.8,+L0",T|B|5|+L:1/R06
fchedey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f103v.30,+P0",S|B|3|paragraph_continuation:1/R00
fchedy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f103v.30,+P0",S|B|3|paragraph_continuation:1/R06
fcheey,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,C,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f85r2.7,@Pb",C|B|2|paragraph_start:1/R06
fchey,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,A,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f58v.6,+P0",S|A|3|paragraph_continuation:1/R06
fcho,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f32r.6,+P0",H|A|1|paragraph_continuation:1/R06
fchodaiin,1,1,R10,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f7r.1,@P0",H|A|1|paragraph_start:1/R10
fchol,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f17v.4,+P0",H|A|1|paragraph_continuation:1/R06
fchor,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f104v.19,+P0",S|B|3|paragraph_continuation:1/R06
